Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,9,Southern Tier,37-0000,Building and Grounds Cleaning and Maintenance Occupations,7040,36550,32420,29350,40160
10,9,Southern Tier,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,240,48310,49670,35160,54880
10,9,Southern Tier,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",110,56730,52660,37960,66110
10,9,Southern Tier,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4400,35690,32460,29360,38860
10,9,Southern Tier,37-2012,Maids and Housekeeping Cleaners,880,32730,30660,28570,34800
10,9,Southern Tier,37-2021,Pest Control Workers,,42000,40480,33760,46120
10,9,Southern Tier,37-3011,Landscaping and Groundskeeping Workers,1310,37320,32510,29520,41210
10,9,Southern Tier,37-3013,Tree Trimmers and Pruners,,53300,52010,42740,58590
10,9,Southern Tier,37-3019,"Grounds Maintenance Workers, All Other",,49830,48740,41620,53930
10,9,Southern Tier,39-0000,Personal Care and Service Occupations,4060,37470,31240,28500,41950
10,9,Southern Tier,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",,55400,51280,39500,63350
10,9,Southern Tier,39-1022,First-Line Supervisors of Personal Service Workers,200,50640,45950,35320,58300
10,9,Southern Tier,39-2011,Animal Trainers,,44330,48990,33010,49990
10,9,Southern Tier,39-2021,Nonfarm Animal Caretakers,380,32500,30750,28140,34670
10,9,Southern Tier,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",,29950,28410,27830,31010
10,9,Southern Tier,39-3091,Amusement and Recreation Attendants,150,30920,29500,27950,32410
10,9,Southern Tier,39-4021,Funeral Attendants,,36810,34470,29310,40560
10,9,Southern Tier,39-4031,"Morticians, Undertakers, and Funeral Directors",70,66130,52320,44710,76830
10,9,Southern Tier,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",290,38120,30780,28750,42800
10,9,Southern Tier,39-5092,Manicurists and Pedicurists,180,29300,28450,27720,30100
10,9,Southern Tier,39-5094,Skincare Specialists,60,51360,41460,32260,60900
10,9,Southern Tier,39-6011,Baggage Porters and Bellhops,,33180,32000,29050,35240
10,9,Southern Tier,39-6012,Concierges,,43350,41380,30010,50020
10,9,Southern Tier,39-9011,Childcare Workers,1350,31800,31180,28160,33620
10,9,Southern Tier,39-9031,Fitness Trainers and Aerobics Instructors,260,50630,41240,29600,61150
10,9,Southern Tier,39-9032,Recreation Workers,510,37120,31690,28580,41390
10,9,Southern Tier,39-9041,Residential Advisors,300,41520,39740,29990,47280
10,9,Southern Tier,39-9099,"Personal Care and Service Workers, All Other",,40310,31920,30210,45350
10,9,Southern Tier,41-0000,Sales and Related Occupations,20390,43020,30760,28260,50400
10,9,Southern Tier,41-1011,First-Line Supervisors of Retail Sales Workers,2080,47650,39570,32120,55420
10,9,Southern Tier,41-1012,First-Line Supervisors of Non-Retail Sales Workers,290,95180,84150,56630,114460
10,9,Southern Tier,41-2011,Cashiers,6630,29750,29560,27456,30960
10,9,Southern Tier,41-2021,Counter and Rental Clerks,520,36290,31860,28720,40080
10,9,Southern Tier,41-2022,Parts Salespersons,480,40120,37880,29860,45250
10,9,Southern Tier,41-2031,Retail Salespersons,6270,34640,30330,28060,37930
10,9,Southern Tier,41-3011,Advertising Sales Agents,160,62710,49510,30290,78920
10,9,Southern Tier,41-3021,Insurance Sales Agents,380,77560,64140,40240,96220
10,9,Southern Tier,41-3031,"Securities, Commodities, and Financial Services Sales Agents",280,89260,65050,45100,111340
10,9,Southern Tier,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",840,71940,60960,37710,89050
10,9,Southern Tier,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",380,110040,102740,64610,132750
10,9,Southern Tier,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1520,69330,63260,39700,84150
10,9,Southern Tier,41-9011,Demonstrators and Product Promoters,100,33960,31210,30220,35830
10,9,Southern Tier,41-9021,Real Estate Brokers,,63230,63600,36780,76450
10,9,Southern Tier,41-9022,Real Estate Sales Agents,60,72740,66020,45050,86590
10,9,Southern Tier,41-9031,Sales Engineers,50,95960,84380,70160,108860
10,9,Southern Tier,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,42190,28440,27456,49740
10,9,Southern Tier,41-9099,"Sales and Related Workers, All Other",210,35050,31080,29070,38050
10,9,Southern Tier,43-0000,Office and Administrative Support Occupations,32340,46330,39900,31510,53740
10,9,Southern Tier,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2160,69070,63650,45300,80950
10,9,Southern Tier,43-2011,"Switchboard Operators, Including Answering Service",90,36340,32050,29540,39750
10,9,Southern Tier,43-2021,Telephone Operators,,37310,31020,29030,41450
10,9,Southern Tier,43-3011,Bill and Account Collectors,270,40630,38840,30540,45670
10,9,Southern Tier,43-3021,Billing and Posting Clerks,850,42610,39210,34330,46760
10,9,Southern Tier,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",2800,45870,42240,33250,52180
10,9,Southern Tier,43-3051,Payroll and Timekeeping Clerks,240,48680,49210,35290,55370
10,9,Southern Tier,43-3061,Procurement Clerks,120,46810,47750,35570,52430
10,9,Southern Tier,43-3071,Tellers,730,35890,37850,30390,38640
10,9,Southern Tier,43-3099,"Financial Clerks, All Other",110,42210,39580,34570,46030
10,9,Southern Tier,43-4011,Brokerage Clerks,,60950,62730,49020,66920
10,9,Southern Tier,43-4031,"Court, Municipal, and License Clerks",490,46620,40670,33480,53190
10,9,Southern Tier,43-4041,"Credit Authorizers, Checkers, and Clerks",,45810,39530,33810,51810
10,9,Southern Tier,43-4051,Customer Service Representatives,3660,42830,39250,30150,49170
10,9,Southern Tier,43-4061,"Eligibility Interviewers, Government Programs",300,48000,48500,36850,53580
10,9,Southern Tier,43-4071,File Clerks,110,37850,38500,28760,42390
10,9,Southern Tier,43-4081,"Hotel, Motel, and Resort Desk Clerks",280,33210,30330,28340,35650
10,9,Southern Tier,43-4111,"Interviewers, Except Eligibility and Loan",380,37720,37850,29340,41910
10,9,Southern Tier,43-4121,"Library Assistants, Clerical",310,33830,30000,28610,36440
10,9,Southern Tier,43-4131,Loan Interviewers and Clerks,210,44120,39600,37280,47530
10,9,Southern Tier,43-4141,New Accounts Clerks,240,43420,39600,35840,47210
10,9,Southern Tier,43-4151,Order Clerks,,36150,31740,30460,39000
10,9,Southern Tier,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",310,50940,49820,36750,58040
10,9,Southern Tier,43-4171,Receptionists and Information Clerks,1450,33990,30860,29000,36480
10,9,Southern Tier,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,80,44340,37850,30830,51100
10,9,Southern Tier,43-4199,"Information and Record Clerks, All Other",150,42530,40900,33240,47180
10,9,Southern Tier,43-5011,Cargo and Freight Agents,,39340,36110,31280,43380
10,9,Southern Tier,43-5021,Couriers and Messengers,150,35040,32740,29380,37870
10,9,Southern Tier,43-5031,"Police, Fire, and Ambulance Dispatchers",190,51960,48790,40020,57930
10,9,Southern Tier,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",200,45970,39210,32120,52900
10,9,Southern Tier,43-5041,"Meter Readers, Utilities",,52950,49960,38050,60390
10,9,Southern Tier,43-5051,Postal Service Clerks,250,53390,52310,42500,58840
10,9,Southern Tier,43-5052,Postal Service Mail Carriers,710,55900,52160,41250,63230
10,9,Southern Tier,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,55600,55450,42780,62010
10,9,Southern Tier,43-5061,"Production, Planning, and Expediting Clerks",1570,54770,50300,36780,63760
10,9,Southern Tier,43-5071,"Shipping, Receiving, and Traffic Clerks",1060,39550,38510,29690,44480
10,9,Southern Tier,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",50,40650,38380,28640,46660
10,9,Southern Tier,43-6011,Executive Secretaries and Executive Administrative Assistants,1970,69710,65110,55100,77020
10,9,Southern Tier,43-6012,Legal Secretaries,180,46630,48560,33630,53130
10,9,Southern Tier,43-6013,Medical Secretaries,,38200,37850,29940,42330
10,9,Southern Tier,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4780,44200,44200,32500,50050
10,9,Southern Tier,43-9021,Data Entry Keyers,190,39730,38750,29360,44920
10,9,Southern Tier,43-9022,Word Processors and Typists,480,40630,39020,31250,45320
10,9,Southern Tier,43-9031,Desktop Publishers,,45400,39720,30410,52890
10,9,Southern Tier,43-9041,Insurance Claims and Policy Processing Clerks,130,43420,39580,30970,49650
10,9,Southern Tier,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",110,37050,36770,29570,40790
10,9,Southern Tier,43-9061,"Office Clerks, General",3510,38490,37820,28930,43270
10,9,Southern Tier,43-9071,"Office Machine Operators, Except Computer",90,38450,38750,29880,42730
10,9,Southern Tier,43-9081,Proofreaders and Copy Markers,,44140,41280,30040,51180
10,9,Southern Tier,43-9111,Statistical Assistants,,71710,79900,50240,82450
10,9,Southern Tier,43-9199,"Office and Administrative Support Workers, All Other",50,45980,45270,33020,52460
10,9,Southern Tier,45-0000,"Farming, Fishing, and Forestry Occupations",360,44550,38700,30000,51830
10,9,Southern Tier,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,76580,65370,55850,86950
10,9,Southern Tier,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",120,36180,31930,28960,39800
10,9,Southern Tier,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,41630,41100,28950,47970
10,9,Southern Tier,45-4021,Fallers,,36380,37930,29790,39670
10,9,Southern Tier,45-4022,Logging Equipment Operators,100,39890,37930,30930,44370
10,9,Southern Tier,45-4023,Log Graders and Scalers,,44640,38850,35410,49250
10,9,Southern Tier,47-0000,Construction and Extraction Occupations,8440,57820,49620,37500,67980
10,9,Southern Tier,47-1011,Supervisors of Construction and Extraction Workers,670,74340,64360,52080,85470
10,9,Southern Tier,47-2021,Brickmasons and Blockmasons,80,69240,64000,44810,81450
10,9,Southern Tier,47-2031,Carpenters,920,56560,49580,38470,65600
10,9,Southern Tier,47-2044,Tile and Marble Setters,70,64400,63080,41620,75790
10,9,Southern Tier,47-2051,Cement Masons and Concrete Finishers,70,52980,49380,37680,60630
10,9,Southern Tier,47-2061,Construction Laborers,1310,50820,47320,33430,59520
10,9,Southern Tier,47-2073,Operating Engineers and Other Construction Equipment Operators,610,61680,49530,41540,71750
10,9,Southern Tier,47-2081,Drywall and Ceiling Tile Installers,80,54980,48150,33840,65550
10,9,Southern Tier,47-2111,Electricians,910,68790,77160,45260,80560
10,9,Southern Tier,47-2121,Glaziers,70,57740,49500,35810,68710
10,9,Southern Tier,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",,42870,38400,30330,49140
10,9,Southern Tier,47-2141,"Painters, Construction and Maintenance",240,51000,49530,36600,58210
10,9,Southern Tier,47-2152,"Plumbers, Pipefitters, and Steamfitters",590,71730,79200,43470,85860
10,9,Southern Tier,47-2161,Plasterers and Stucco Masons,,57510,39240,31350,70590
10,9,Southern Tier,47-2171,Reinforcing Iron and Rebar Workers,,62910,59140,37790,75470
10,9,Southern Tier,47-2181,Roofers,250,51470,48580,35530,59430
10,9,Southern Tier,47-2211,Sheet Metal Workers,200,62150,61690,38570,73930
10,9,Southern Tier,47-2221,Structural Iron and Steel Workers,,50710,45370,33710,59210
10,9,Southern Tier,47-3012,Helpers--Carpenters,,39910,37880,30130,44800
10,9,Southern Tier,47-3013,Helpers--Electricians,,36430,36850,30020,39630
10,9,Southern Tier,47-4011,Construction and Building Inspectors,240,62280,61950,44650,71090
10,9,Southern Tier,47-4031,Fence Erectors,,44330,38690,32030,50480
10,9,Southern Tier,47-4041,Hazardous Materials Removal Workers,70,45550,39020,36990,49830
10,9,Southern Tier,47-4051,Highway Maintenance Workers,1230,47010,48220,37670,51680
10,9,Southern Tier,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,60,41150,38120,31220,46120
10,9,Southern Tier,47-4090,Miscellaneous Construction and Related Workers,,36880,37860,29790,40430
10,9,Southern Tier,47-5013,"Service Unit Operators, Oil, Gas, and Mining",,78370,83890,49990,92560
10,9,Southern Tier,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",130,52940,48210,36720,61050
10,9,Southern Tier,47-5023,"Earth Drillers, Except Oil and Gas",,60420,53840,39090,71090
10,9,Southern Tier,47-5081,Helpers--Extraction Workers,50,49000,48230,41450,52780
10,9,Southern Tier,49-0000,"Installation, Maintenance, and Repair Occupations",10580,52760,48860,34280,62000
10,9,Southern Tier,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",990,74540,65090,50870,86380
10,9,Southern Tier,49-2011,"Computer, Automated Teller, and Office Machine Repairers",120,41740,38180,29940,47640
10,9,Southern Tier,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",320,64650,62810,44500,74730
10,9,Southern Tier,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",80,60500,62680,36320,72590
10,9,Southern Tier,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",,91590,86010,77650,98560
10,9,Southern Tier,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",,37530,32570,29690,41450
10,9,Southern Tier,49-2098,Security and Fire Alarm Systems Installers,80,45800,45150,33410,51990
10,9,Southern Tier,49-3011,Aircraft Mechanics and Service Technicians,100,70570,66800,47770,81960
10,9,Southern Tier,49-3021,Automotive Body and Related Repairers,290,45900,41390,32520,52600
10,9,Southern Tier,49-3022,Automotive Glass Installers and Repairers,,43310,48020,34320,47800
10,9,Southern Tier,49-3023,Automotive Service Technicians and Mechanics,1230,45970,47480,32170,52870
10,9,Southern Tier,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,620,50580,49030,37910,56910
10,9,Southern Tier,49-3041,Farm Equipment Mechanics and Service Technicians,,45370,48050,34250,50930
10,9,Southern Tier,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",130,53480,50570,43400,58520
10,9,Southern Tier,49-3043,Rail Car Repairers,,48200,48710,41370,51610
10,9,Southern Tier,49-3051,Motorboat Mechanics and Service Technicians,,46640,48640,34600,52660
10,9,Southern Tier,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,110,40380,37800,29690,45730
10,9,Southern Tier,49-3092,Recreational Vehicle Service Technicians,60,40010,38400,31080,44470
10,9,Southern Tier,49-3093,Tire Repairers and Changers,100,33470,30520,28960,35730
10,9,Southern Tier,49-9011,Mechanical Door Repairers,,43240,48020,32550,48590
10,9,Southern Tier,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",130,81060,82230,58260,92460
10,9,Southern Tier,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",560,56080,50030,39370,64440
10,9,Southern Tier,49-9031,Home Appliance Repairers,,42530,47680,31460,48060
10,9,Southern Tier,49-9041,Industrial Machinery Mechanics,620,57870,61890,42310,65650
10,9,Southern Tier,49-9043,"Maintenance Workers, Machinery",210,50170,48700,36990,56770
10,9,Southern Tier,49-9044,Millwrights,70,61270,62600,54270,64770
10,9,Southern Tier,49-9051,Electrical Power-Line Installers and Repairers,200,89460,84750,61750,103320
10,9,Southern Tier,49-9052,Telecommunications Line Installers and Repairers,210,59280,50390,39340,69260
10,9,Southern Tier,49-9062,Medical Equipment Repairers,80,56460,49530,35100,67130
10,9,Southern Tier,49-9071,"Maintenance and Repair Workers, General",3670,46050,46940,32630,52760
10,9,Southern Tier,49-9094,Locksmiths and Safe Repairers,,47060,42050,30580,55310
10,9,Southern Tier,49-9096,Riggers,,36760,38220,30070,40100
10,9,Southern Tier,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",130,38410,38090,29430,42890
10,9,Southern Tier,49-9099,"Installation, Maintenance, and Repair Workers, All Other",90,49060,47380,33410,56880
10,9,Southern Tier,51-0000,Production Occupations,16940,46050,40200,31030,53560
10,9,Southern Tier,51-1011,First-Line Supervisors of Production and Operating Workers,1340,71410,64830,47580,83320
10,9,Southern Tier,51-2021,"Coil Winders, Tapers, and Finishers",60,34610,31210,28880,37480
10,9,Southern Tier,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",1160,37270,37740,29510,41160
10,9,Southern Tier,51-2031,Engine and Other Machine Assemblers,160,46310,40200,33740,52600
10,9,Southern Tier,51-2041,Structural Metal Fabricators and Fitters,50,42950,39010,37090,45870
